arrival_time,service_start_time,service_end_time,date,time_taken
2024-01-01 00:12:29.396203020,2024-01-01 00:12:29.396203020,2024-01-01 00:12:31.737536400,2024-01-01,2.34133338
2024-01-01 00:12:30.325913459,2024-01-01 00:12:30.325913459,2024-01-01 00:12:39.084300119,2024-01-01,8.75838666
2024-01-01 00:13:22.335669540,2024-01-01 00:13:22.335669540,2024-01-01 00:13:29.107851660,2024-01-01,6.77218212
2024-01-01 00:13:40.089474840,2024-01-01 00:13:40.089474840,2024-01-01 00:13:47.117768640,2024-01-01,7.0282938
2024-01-01 00:13:42.747948180,2024-01-01 00:13:42.747948180,2024-01-01 00:13:48.069171480,2024-01-01,5.3212233
2024-01-01 00:13:42.814397220,2024-01-01 00:13:42.814397220,2024-01-01 00:13:43.674492840,2024-01-01,0.86009562
2024-01-01 00:14:03.093158520,2024-01-01 00:14:03.093158520,2024-01-01 00:14:03.453870600,2024-01-01,0.36071208
2024-01-01 00:14:17.818309440,2024-01-01 00:14:17.818309440,2024-01-01 00:15:45.817869000,2024-01-01,87.99955956
2024-01-01 00:14:33.486264300,2024-01-01 00:14:33.486264300,2024-01-01 00:14:44.650659240,2024-01-01,11.16439494
2024-01-01 00:14:51.188838660,2024-01-01 00:14:51.188838660,2024-01-01 00:15:00.889613220,2024-01-01,9.70077456
2024-01-01 00:14:52.111989840,2024-01-01 00:14:52.111989840,2024-01-01 00:15:14.878642800,2024-01-01,22.76665296
2024-01-01 00:14:57.438701880,2024-01-01 00:14:57.438701880,2024-01-01 00:15:02.363206980,2024-01-01,4.9245051
2024-01-01 00:14:58.916503140,2024-01-01 00:14:58.916503140,2024-01-01 00:15:58.815628200,2024-01-01,59.89912506
2024-01-01 00:15:22.778857980,2024-01-01 00:15:22.778857980,2024-01-01 00:15:53.646713640,2024-01-01,30.86785566
2024-01-01 00:15:34.494472320,2024-01-01 00:15:34.494472320,2024-01-01 00:15:36.367745100,2024-01-01,1.87327278
2024-01-01 00:15:39.316297920,2024-01-01 00:15:39.316297920,2024-01-01 00:15:50.127593400,2024-01-01,10.81129548
2024-01-01 00:15:40.104314700,2024-01-01 00:15:40.104314700,2024-01-01 00:16:22.363173900,2024-01-01,42.2588592
2024-01-01 00:15:44.574174900,2024-01-01 00:15:44.574174900,2024-01-01 00:16:42.485406960,2024-01-01,57.91123206
2024-01-01 00:15:49.293945480,2024-01-01 00:15:49.293945480,2024-01-01 00:16:01.893694320,2024-01-01,12.59974884
2024-01-01 00:16:04.988454900,2024-01-01 00:16:04.988454900,2024-01-01 00:16:23.996338380,2024-01-01,19.00788348
2024-01-01 00:16:17.167127160,2024-01-01 00:16:17.167127160,2024-01-01 00:16:20.822374920,2024-01-01,3.65524776
2024-01-01 00:16:43.354150140,2024-01-01 00:16:43.354150140,2024-01-01 00:18:17.943043860,2024-01-01,94.58889372
2024-01-01 00:16:51.022943760,2024-01-01 00:16:51.022943760,2024-01-01 00:16:56.293707060,2024-01-01,5.2707633
2024-01-01 00:16:52.551412440,2024-01-01 00:16:52.551412440,2024-01-01 00:17:49.751599080,2024-01-01,57.20018664
2024-01-01 00:17:07.540928580,2024-01-01 00:17:07.540928580,2024-01-01 00:17:28.517189760,2024-01-01,20.97626118
2024-01-01 00:17:24.705641640,2024-01-01 00:17:24.705641640,2024-01-01 00:17:43.422086100,2024-01-01,18.71644446
2024-01-01 00:17:34.592291580,2024-01-01 00:17:34.592291580,2024-01-01 00:17:48.969326640,2024-01-01,14.37703506
2024-01-01 00:17:52.278971160,2024-01-01 00:17:52.278971160,2024-01-01 00:17:57.523671720,2024-01-01,5.24470056
2024-01-01 00:18:00.448747920,2024-01-01 00:18:00.448747920,2024-01-01 00:18:04.333263300,2024-01-01,3.88451538
2024-01-01 00:18:09.324894000,2024-01-01 00:18:09.324894000,2024-01-01 00:18:14.306592000,2024-01-01,4.981698
2024-01-01 00:18:16.018664340,2024-01-01 00:18:16.018664340,2024-01-01 00:18:20.145333600,2024-01-01,4.12666926
2024-01-01 00:18:16.327637640,2024-01-01 00:18:16.327637640,2024-01-01 00:18:46.572452820,2024-01-01,30.24481518
2024-01-01 00:18:17.697646860,2024-01-01 00:18:17.697646860,2024-01-01 00:18:26.317159680,2024-01-01,8.61951282
2024-01-01 00:18:18.080851020,2024-01-01 00:18:18.080851020,2024-01-01 00:18:19.272511200,2024-01-01,1.19166018
2024-01-01 00:18:30.221605620,2024-01-01 00:18:30.221605620,2024-01-01 00:19:39.763289940,2024-01-01,69.54168432
2024-01-01 00:18:34.750366140,2024-01-01 00:18:34.750366140,2024-01-01 00:19:17.796785520,2024-01-01,43.04641938
2024-01-01 00:18:43.275612240,2024-01-01 00:18:43.275612240,2024-01-01 00:19:35.828703300,2024-01-01,52.55309106
2024-01-01 00:19:11.850798600,2024-01-01 00:19:11.850798600,2024-01-01 00:20:57.451794000,2024-01-01,105.6009954
2024-01-01 00:19:15.291664500,2024-01-01 00:19:15.291664500,2024-01-01 00:19:19.112338440,2024-01-01,3.82067394
2024-01-01 00:19:21.631048200,2024-01-01 00:19:21.631048200,2024-01-01 00:19:31.722685320,2024-01-01,10.09163712
2024-01-01 00:19:38.536037940,2024-01-01 00:19:38.536037940,2024-01-01 00:20:06.932107440,2024-01-01,28.3960695
2024-01-01 00:19:41.653699860,2024-01-01 00:19:41.653699860,2024-01-01 00:20:05.469607920,2024-01-01,23.81590806
2024-01-01 00:19:42.614951220,2024-01-01 00:19:42.614951220,2024-01-01 00:19:45.957208920,2024-01-01,3.3422577
2024-01-01 00:19:46.720634820,2024-01-01 00:19:46.720634820,2024-01-01 00:20:20.558894880,2024-01-01,33.83826006
2024-01-01 00:19:48.830335140,2024-01-01 00:19:48.830335140,2024-01-01 00:19:53.913748500,2024-01-01,5.08341336
2024-01-01 00:20:20.689736160,2024-01-01 00:20:20.689736160,2024-01-01 00:20:25.757091240,2024-01-01,5.06735508
2024-01-01 00:20:40.500381120,2024-01-01 00:20:40.500381120,2024-01-01 00:20:55.899840779,2024-01-01,15.399459659
2024-01-01 00:20:52.542311400,2024-01-01 00:20:52.542311400,2024-01-01 00:21:10.518201900,2024-01-01,17.9758905
2024-01-01 00:21:17.160548220,2024-01-01 00:21:17.160548220,2024-01-01 00:21:34.514665140,2024-01-01,17.35411692
2024-01-01 00:21:36.696175500,2024-01-01 00:21:36.696175500,2024-01-01 00:21:38.615093580,2024-01-01,1.91891808
2024-01-01 00:21:39.174121200,2024-01-01 00:21:39.174121200,2024-01-01 00:22:21.160617420,2024-01-01,41.98649622
2024-01-01 00:22:05.943882060,2024-01-01 00:22:05.943882060,2024-01-01 00:22:12.117912000,2024-01-01,6.17402994
2024-01-01 00:22:15.245080859,2024-01-01 00:22:15.245080859,2024-01-01 00:22:18.019174079,2024-01-01,2.77409322
2024-01-01 00:22:35.013260400,2024-01-01 00:22:35.013260400,2024-01-01 00:23:18.932422380,2024-01-01,43.91916198
2024-01-01 00:23:02.184172140,2024-01-01 00:23:02.184172140,2024-01-01 00:24:04.497699180,2024-01-01,62.31352704
2024-01-01 00:23:06.776940780,2024-01-01 00:23:06.776940780,2024-01-01 00:23:46.405476480,2024-01-01,39.6285357
2024-01-01 00:23:08.176046699,2024-01-01 00:23:08.176046699,2024-01-01 00:23:41.339796119,2024-01-01,33.16374942
2024-01-01 00:23:11.280287640,2024-01-01 00:23:11.280287640,2024-01-01 00:23:32.578537680,2024-01-01,21.29825004
2024-01-01 00:23:17.964979980,2024-01-01 00:23:17.964979980,2024-01-01 00:23:33.973275600,2024-01-01,16.00829562
2024-01-01 00:23:38.410936680,2024-01-01 00:23:38.410936680,2024-01-01 00:23:40.231034640,2024-01-01,1.82009796
2024-01-01 00:24:02.067076320,2024-01-01 00:24:02.067076320,2024-01-01 00:24:12.567366300,2024-01-01,10.50028998
2024-01-01 00:24:02.150793240,2024-01-01 00:24:02.150793240,2024-01-01 00:24:11.477034840,2024-01-01,9.3262416
2024-01-01 00:24:10.729307160,2024-01-01 00:24:10.729307160,2024-01-01 00:24:16.744755600,2024-01-01,6.01544844
2024-01-01 00:24:17.212587000,2024-01-01 00:24:17.212587000,2024-01-01 00:24:42.917698620,2024-01-01,25.70511162
2024-01-01 00:24:20.226595080,2024-01-01 00:24:20.226595080,2024-01-01 00:24:33.925244760,2024-01-01,13.69864968
2024-01-01 00:24:21.758759760,2024-01-01 00:24:21.758759760,2024-01-01 00:24:23.449148700,2024-01-01,1.69038894
2024-01-01 00:24:26.701662720,2024-01-01 00:24:26.701662720,2024-01-01 00:24:31.675587960,2024-01-01,4.97392524
2024-01-01 00:25:01.059116220,2024-01-01 00:25:01.059116220,2024-01-01 00:25:24.052518780,2024-01-01,22.99340256
2024-01-01 00:25:05.743721820,2024-01-01 00:25:05.743721820,2024-01-01 00:25:07.327418640,2024-01-01,1.58369682
2024-01-01 00:25:14.521155480,2024-01-01 00:25:14.521155480,2024-01-01 00:25:52.625127960,2024-01-01,38.10397248
2024-01-01 00:25:29.090199240,2024-01-01 00:25:29.090199240,2024-01-01 00:25:42.759940140,2024-01-01,13.6697409
2024-01-01 00:25:34.513893240,2024-01-01 00:25:34.513893240,2024-01-01 00:25:47.614995960,2024-01-01,13.10110272
2024-01-01 00:26:17.327470860,2024-01-01 00:26:17.327470860,2024-01-01 00:26:35.277232380,2024-01-01,17.94976152
2024-01-01 00:26:56.711589240,2024-01-01 00:26:56.711589240,2024-01-01 00:27:31.534547520,2024-01-01,34.82295828
2024-01-01 00:27:00.192324780,2024-01-01 00:27:00.192324780,2024-01-01 00:27:08.740687440,2024-01-01,8.54836266
2024-01-01 00:27:08.444236140,2024-01-01 00:27:08.444236140,2024-01-01 00:27:31.109314080,2024-01-01,22.66507794
2024-01-01 00:27:12.739401660,2024-01-01 00:27:12.739401660,2024-01-01 00:27:29.421268500,2024-01-01,16.68186684
2024-01-01 00:27:16.762397760,2024-01-01 00:27:16.762397760,2024-01-01 00:27:22.975360680,2024-01-01,6.21296292
2024-01-01 00:27:17.213411520,2024-01-01 00:27:17.213411520,2024-01-01 00:27:59.391640200,2024-01-01,42.17822868
2024-01-01 00:27:28.499316360,2024-01-01 00:27:28.499316360,2024-01-01 00:28:00.432319020,2024-01-01,31.93300266
2024-01-01 00:27:36.881551920,2024-01-01 00:27:36.881551920,2024-01-01 00:27:58.366883280,2024-01-01,21.48533136
2024-01-01 00:27:37.515765000,2024-01-01 00:27:37.515765000,2024-01-01 00:28:15.535879380,2024-01-01,38.02011438
2024-01-01 00:27:41.435276040,2024-01-01 00:27:41.435276040,2024-01-01 00:28:21.827688780,2024-01-01,40.39241274
2024-01-01 00:28:10.101607440,2024-01-01 00:28:10.101607440,2024-01-01 00:28:34.746513840,2024-01-01,24.6449064
2024-01-01 00:28:13.387934100,2024-01-01 00:28:13.387934100,2024-01-01 00:28:49.669671120,2024-01-01,36.28173702
2024-01-01 00:28:15.266304419,2024-01-01 00:28:15.266304419,2024-01-01 00:28:39.177897719,2024-01-01,23.9115933
2024-01-01 00:28:23.333569740,2024-01-01 00:28:23.333569740,2024-01-01 00:28:46.131055560,2024-01-01,22.79748582
2024-01-01 00:29:14.262013500,2024-01-01 00:29:14.262013500,2024-01-01 00:29:33.540741900,2024-01-01,19.2787284
2024-01-01 00:29:17.587751280,2024-01-01 00:29:17.587751280,2024-01-01 00:29:45.532159140,2024-01-01,27.94440786
2024-01-01 00:29:30.969611400,2024-01-01 00:29:30.969611400,2024-01-01 00:29:34.423494900,2024-01-01,3.4538835
2024-01-01 00:29:48.176262900,2024-01-01 00:29:48.176262900,2024-01-01 00:30:30.727189260,2024-01-01,42.55092636
2024-01-01 00:29:51.432261000,2024-01-01 00:29:51.432261000,2024-01-01 00:30:32.522327460,2024-01-01,41.09006646
2024-01-01 00:30:07.065248160,2024-01-01 00:30:07.065248160,2024-01-01 00:30:07.658918400,2024-01-01,0.59367024
2024-01-01 00:30:12.567521700,2024-01-01 00:30:12.567521700,2024-01-01 00:30:47.520469200,2024-01-01,34.9529475
2024-01-01 00:30:24.573566700,2024-01-01 00:30:24.573566700,2024-01-01 00:30:27.332844840,2024-01-01,2.75927814
2024-01-01 00:30:36.619620600,2024-01-01 00:30:36.619620600,2024-01-01 00:30:44.782560240,2024-01-01,8.16293964
2024-01-01 00:30:45.828243600,2024-01-01 00:30:45.828243600,2024-01-01 00:31:13.041419640,2024-01-01,27.21317604
2024-01-01 00:30:46.963793520,2024-01-01 00:30:46.963793520,2024-01-01 00:30:50.468962200,2024-01-01,3.50516868
2024-01-01 00:31:08.607531060,2024-01-01 00:31:08.607531060,2024-01-01 00:31:42.678879480,2024-01-01,34.07134842
2024-01-01 00:31:13.249254600,2024-01-01 00:31:13.249254600,2024-01-01 00:31:48.941060520,2024-01-01,35.69180592
2024-01-01 00:31:15.726439860,2024-01-01 00:31:15.726439860,2024-01-01 00:31:29.890345980,2024-01-01,14.16390612
2024-01-01 00:31:16.225996980,2024-01-01 00:31:16.225996980,2024-01-01 00:31:16.354123980,2024-01-01,0.128127
2024-01-01 00:31:26.951337840,2024-01-01 00:31:26.951337840,2024-01-01 00:31:33.717884700,2024-01-01,6.76654686
2024-01-01 00:31:40.533558660,2024-01-01 00:31:40.533558660,2024-01-01 00:31:59.724148560,2024-01-01,19.1905899
2024-01-01 00:31:40.734282000,2024-01-01 00:31:40.734282000,2024-01-01 00:33:00.197551380,2024-01-01,79.46326938
2024-01-01 00:31:49.345849020,2024-01-01 00:31:49.345849020,2024-01-01 00:32:09.329164020,2024-01-01,19.983315
2024-01-01 00:31:52.427738820,2024-01-01 00:31:52.427738820,2024-01-01 00:31:58.444532760,2024-01-01,6.01679394
2024-01-01 00:32:04.861230900,2024-01-01 00:32:04.861230900,2024-01-01 00:32:24.963981480,2024-01-01,20.10275058
2024-01-01 00:32:07.160481540,2024-01-01 00:32:07.160481540,2024-01-01 00:32:22.690421700,2024-01-01,15.52994016
2024-01-01 00:32:21.251031900,2024-01-01 00:32:21.251031900,2024-01-01 00:32:51.519536520,2024-01-01,30.26850462
2024-01-01 00:32:27.118536300,2024-01-01 00:32:27.118536300,2024-01-01 00:32:29.381476620,2024-01-01,2.26294032
2024-01-01 00:33:00.242662140,2024-01-01 00:33:00.242662140,2024-01-01 00:33:28.870831740,2024-01-01,28.6281696
2024-01-01 00:33:02.017995060,2024-01-01 00:33:02.017995060,2024-01-01 00:33:17.603715420,2024-01-01,15.58572036
2024-01-01 00:33:07.023584280,2024-01-01 00:33:07.023584280,2024-01-01 00:34:12.956009820,2024-01-01,65.93242554
2024-01-01 00:33:08.468915699,2024-01-01 00:33:08.468915699,2024-01-01 00:33:16.836037499,2024-01-01,8.3671218
2024-01-01 00:33:39.503200500,2024-01-01 00:33:39.503200500,2024-01-01 00:33:59.530474440,2024-01-01,20.02727394
2024-01-01 00:34:04.683204960,2024-01-01 00:34:04.683204960,2024-01-01 00:34:58.456424460,2024-01-01,53.7732195
2024-01-01 00:34:08.263133400,2024-01-01 00:34:08.263133400,2024-01-01 00:34:10.426193340,2024-01-01,2.16305994
2024-01-01 00:34:21.208286280,2024-01-01 00:34:21.208286280,2024-01-01 00:35:16.573364820,2024-01-01,55.36507854
2024-01-01 00:34:41.602095120,2024-01-01 00:34:41.602095120,2024-01-01 00:35:04.889812800,2024-01-01,23.28771768
2024-01-01 00:34:51.323683500,2024-01-01 00:34:51.323683500,2024-01-01 00:34:52.728636480,2024-01-01,1.40495298
2024-01-01 00:35:00.375036420,2024-01-01 00:35:00.375036420,2024-01-01 00:35:07.536084720,2024-01-01,7.1610483
2024-01-01 00:35:03.697560960,2024-01-01 00:35:03.697560960,2024-01-01 00:35:28.329380880,2024-01-01,24.63181992
2024-01-01 00:35:04.870274640,2024-01-01 00:35:04.870274640,2024-01-01 00:35:06.264793200,2024-01-01,1.39451856
2024-01-01 00:35:32.171753340,2024-01-01 00:35:32.171753340,2024-01-01 00:35:49.625387940,2024-01-01,17.4536346
2024-01-01 00:35:59.853046440,2024-01-01 00:35:59.853046440,2024-01-01 00:36:08.342429099,2024-01-01,8.489382659
2024-01-01 00:36:11.885085480,2024-01-01 00:36:11.885085480,2024-01-01 00:36:31.285009260,2024-01-01,19.39992378
2024-01-01 00:36:16.853643600,2024-01-01 00:36:16.853643600,2024-01-01 00:36:17.790068400,2024-01-01,0.9364248
2024-01-01 00:36:22.008454980,2024-01-01 00:36:22.008454980,2024-01-01 00:37:03.050711880,2024-01-01,41.0422569
2024-01-01 00:36:37.542040140,2024-01-01 00:36:37.542040140,2024-01-01 00:37:50.145927660,2024-01-01,72.60388752
2024-01-01 00:37:04.831208340,2024-01-01 00:37:04.831208340,2024-01-01 00:38:14.227921620,2024-01-01,69.39671328
2024-01-01 00:37:31.004799180,2024-01-01 00:37:31.004799180,2024-01-01 00:37:58.702852320,2024-01-01,27.69805314
2024-01-01 00:37:49.167545460,2024-01-01 00:37:49.167545460,2024-01-01 00:37:51.954769440,2024-01-01,2.78722398
2024-01-01 00:38:01.495273800,2024-01-01 00:38:01.495273800,2024-01-01 00:38:29.893388400,2024-01-01,28.3981146
2024-01-01 00:38:02.549974500,2024-01-01 00:38:02.549974500,2024-01-01 00:38:03.047858940,2024-01-01,0.49788444
2024-01-01 00:38:04.665505080,2024-01-01 00:38:04.665505080,2024-01-01 00:38:05.112944040,2024-01-01,0.44743896
2024-01-01 00:38:32.124271080,2024-01-01 00:38:32.124271080,2024-01-01 00:38:39.943986480,2024-01-01,7.8197154
2024-01-01 00:38:43.314198480,2024-01-01 00:38:43.314198480,2024-01-01 00:38:56.727951960,2024-01-01,13.41375348
2024-01-01 00:38:43.425073740,2024-01-01 00:38:43.425073740,2024-01-01 00:39:12.854052180,2024-01-01,29.42897844
2024-01-01 00:38:44.709036540,2024-01-01 00:38:44.709036540,2024-01-01 00:39:07.704751080,2024-01-01,22.99571454
2024-01-01 00:38:57.778985220,2024-01-01 00:38:57.778985220,2024-01-01 00:39:09.587284980,2024-01-01,11.80829976
2024-01-01 00:38:57.839878440,2024-01-01 00:38:57.839878440,2024-01-01 00:39:04.233701700,2024-01-01,6.39382326
2024-01-01 00:38:59.943668220,2024-01-01 00:38:59.943668220,2024-01-01 00:40:56.974243440,2024-01-01,117.03057522
2024-01-01 00:39:09.492042360,2024-01-01 00:39:09.492042360,2024-01-01 00:39:20.600878140,2024-01-01,11.10883578
2024-01-01 00:39:23.619825840,2024-01-01 00:39:23.619825840,2024-01-01 00:39:35.627066820,2024-01-01,12.00724098
2024-01-01 00:39:36.285123600,2024-01-01 00:39:36.285123600,2024-01-01 00:39:39.858659460,2024-01-01,3.57353586
2024-01-01 00:39:39.332522040,2024-01-01 00:39:39.332522040,2024-01-01 00:40:11.008856040,2024-01-01,31.676334
2024-01-01 00:39:54.277529460,2024-01-01 00:39:54.277529460,2024-01-01 00:40:17.940174240,2024-01-01,23.66264478
2024-01-01 00:39:57.527414580,2024-01-01 00:39:57.527414580,2024-01-01 00:40:02.516385180,2024-01-01,4.9889706
2024-01-01 00:40:02.251033500,2024-01-01 00:40:02.251033500,2024-01-01 00:40:03.970494660,2024-01-01,1.71946116
2024-01-01 00:40:18.719324100,2024-01-01 00:40:18.719324100,2024-01-01 00:40:41.539240500,2024-01-01,22.8199164
